word,pinyin,english,level,language
富裕,fù yù,prosperous,HSK6,1
副,fù,secondary,HSK6,1
副作用,fù zuò yòng,side effect,HSK6,1
负担,fù dān,burden,HSK6,1
覆盖,fù gài,to cover,HSK6,1
附和,fù hè,to parrot,HSK6,1
附件,fù jiàn,enclosure,HSK6,1
附属,fù shǔ,subsidiary,HSK6,1
复活,fù huó,resurrection,HSK6,1
复兴,fù xīng,to revive,HSK6,1
腹泻,fù xiè,diarrhea,HSK6,1
赋予,fù yǔ,to assign,HSK6,1
改良,gǎi liáng,to improve,HSK6,1
盖章,gài zhāng,to affix a seal (to sth),HSK6,1
干旱,gān hàn,drought,HSK6,1
干扰,gān rǎo,to interfere,HSK6,1
干涉,gān shè,to interfere,HSK6,1
干预,gān yù,to meddle,HSK6,1
尴尬,gān gà,awkward,HSK6,1
甘心,gān xīn,to be willing to,HSK6,1
感慨,gǎn kǎi,to sigh with sorrow,HSK6,1
感染,gǎn rǎn,infection,HSK6,1
干劲,gàn jìn,enthusiasm for doing sth,HSK6,1
纲领,gāng lǐng,program,HSK6,1
港口,gǎng kǒu,port,HSK6,1
港湾,gǎng wān,natural harbor,HSK6,1
岗位,gǎng wèi,a post,HSK6,1
杠杆,gàng gǎn,lever,HSK6,1
高超,gāo chāo,excellent,HSK6,1
高潮,gāo cháo,high tide,HSK6,1
高峰,gāo fēng,peak,HSK6,1
高考,gāo kǎo,college entrance exam (abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试),HSK6,1
高明,gāo míng,brilliant,HSK6,1
高尚,gāo shàng,noble,HSK6,1
高涨,gāo zhǎng,upsurge,HSK6,1
稿件,gǎo jiàn,rough draft,HSK6,1
告辞,gào cí,to say goodbye,HSK6,1
告诫,gào jiè,to warn,HSK6,1
割,gē,to cut,HSK6,1
搁,gē,to place,HSK6,1
疙瘩,gē da,swelling or lump on skin,HSK6,1
歌颂,gē sòng,to sing the praises of,HSK6,1
隔阂,gé hé,estrangement,HSK6,1
隔离,gé lí,to separate,HSK6,1
格局,gé jú,structure,HSK6,1
格式,gé shì,form,HSK6,1
个体,gè tǐ,individual,HSK6,1
各抒己见,gè shū jǐ jiàn,everyone gives their own view,HSK6,1
根深蒂固,gēn shēn dì gù,deep-rooted (problem etc),HSK6,1
根源,gēn yuán,origin,HSK6,1
跟前,gēn qián,in front of,HSK6,1
跟随,gēn suí,to follow,HSK6,1
跟踪,gēn zōng,to follow sb's tracks,HSK6,1
耕地,gēng dì,arable land,HSK6,1
更新,gēng xīn,to replace the old with new,HSK6,1
更正,gēng zhèng,to correct,HSK6,1
公安局,gōng ān jú,public security bureau,HSK6,1
公道,gōng dao,fair,HSK6,1
公告,gōng gào,post,HSK6,1
公关,gōng guān,public relations,HSK6,1
公民,gōng mín,citizen,HSK6,1
公婆,gōng pó,husband's parents,HSK6,1
公然,gōng rán,openly,HSK6,1
公认,gōng rèn,publicly known (to be),HSK6,1
公式,gōng shì,formula,HSK6,1
公务,gōng wù,official business,HSK6,1
公正,gōng zhèng,just,HSK6,1
公证,gōng zhèng,notarization,HSK6,1
供不应求,gōng bù yìng qiú,supply does not meet demand,HSK6,1
供给,gōng jǐ,to furnish,HSK6,1
工夫,gōng fu,time,HSK6,1
工艺品,gōng yì pǐn,handicraft article,HSK6,1
宫殿,gōng diàn,palace,HSK6,1
功课,gōng kè,homework,HSK6,1
功劳,gōng láo,contribution,HSK6,1
功效,gōng xiào,efficacy,HSK6,1
攻击,gōng jī,to attack,HSK6,1
攻克,gōng kè,to capture,HSK6,1
恭敬,gōng jìng,deferential,HSK6,1
巩固,gǒng gù,to consolidate,HSK6,1
共和国,gòng hé guó,republic,HSK6,1
共计,gòng jì,to sum up to,HSK6,1
共鸣,gòng míng,resonance (physics),HSK6,1
勾结,gōu jié,to collude with,HSK6,1
钩子,gōu zi,hook,HSK6,1
构思,gòu sī,to design,HSK6,1
孤独,gū dú,lonely,HSK6,1
孤立,gū lì,isolate,HSK6,1
辜负,gū fù,to fail to live up (to expectations),HSK6,1
姑且,gū qiě,temporarily,HSK6,1
古董,gǔ dǒng,curio,HSK6,1
古怪,gǔ guài,eccentric,HSK6,1
股东,gǔ dōng,shareholder,HSK6,1
股份,gǔ fèn,a share (in a company),HSK6,1
鼓动,gǔ dòng,to agitate,HSK6,1
骨干,gǔ gàn,diaphysis (long segment of a bone),HSK6,1
固然,gù rán,admittedly (it's true that...),HSK6,1
固有,gù yǒu,intrinsic to sth,HSK6,1
固执,gù zhí,obstinate,HSK6,1
顾虑,gù lǜ,misgivings,HSK6,1
顾问,gù wèn,adviser,HSK6,1
故乡,gù xiāng,home,HSK6,1
故障,gù zhàng,malfunction,HSK6,1
拐杖,guǎi zhàng,crutches,HSK6,1
关照,guān zhào,to take care,HSK6,1
官方,guān fāng,official,HSK6,1
观光,guān guāng,to tour,HSK6,1
管辖,guǎn xiá,to administer,HSK6,1
罐,guàn,can,HSK6,1
贯彻,guàn chè,to implement,HSK6,1
灌溉,guàn gài,to irrigate,HSK6,1
惯例,guàn lì,convention,HSK6,1
光彩,guāng cǎi,luster,HSK6,1
光辉,guāng huī,radiance,HSK6,1
光芒,guāng máng,rays of light,HSK6,1
广阔,guǎng kuò,wide,HSK6,1
规范,guī fàn,norm,HSK6,1
规格,guī gé,standard,HSK6,1
规划,guī huà,to plan (how to do sth),HSK6,1
规章,guī zhāng,rule,HSK6,1
归根到底,guī gēn dào dǐ,(saying) to sum it up...,HSK6,1
归还,guī huán,to return sth,HSK6,1
归纳,guī nà,to sum up,HSK6,1
轨道,guǐ dào,orbit,HSK6,1
跪,guì,to kneel,HSK6,1
贵族,guì zú,lord,HSK6,1
棍棒,gùn bàng,club,HSK6,1
国防,guó fáng,national defense,HSK6,1
国务院,Guó Wù Yuàn,State Council (PRC),HSK6,1
果断,guǒ duàn,firm,HSK6,1
过度,guò dù,excessive,HSK6,1
过渡,guò dù,to cross over (by ferry),HSK6,1
过奖,guò jiǎng,to over-praise,HSK6,1
过滤,guò lǜ,to filter,HSK6,1
过失,guò shī,defect,HSK6,1
过问,guò wèn,to show an interest in,HSK6,1
过瘾,guò yǐn,to satisfy a craving,HSK6,1
过于,guò yú,too much,HSK6,1
嗨,hāi,oh alas,HSK6,1
海拔,hǎi bá,height above sea level,HSK6,1
海滨,hǎi bīn,shore,HSK6,1
含糊,hán hú,obscurity,HSK6,1
含义,hán yì,meaning (implicit in a phrase),HSK6,1
寒暄,hán xuān,exchanging conventional greetings,HSK6,1
罕见,hǎn jiàn,rare,HSK6,1
捍卫,hàn wèi,to defend,HSK6,1
航空,háng kōng,aviation,HSK6,1
航天,háng tiān,space flight,HSK6,1
航行,háng xíng,to sail,HSK6,1
行列,háng liè,procession,HSK6,1
豪迈,háo mài,bold,HSK6,1
毫米,háo mǐ,millimeter,HSK6,1
毫无,háo wú,not in the least,HSK6,1
号召,hào zhào,to call,HSK6,1
耗费,hào fèi,to waste,HSK6,1
好客,hào kè,hospitality,HSK6,1
呵,hē,expel breath,HSK6,1
和蔼,hé ǎi,kindly,HSK6,1
和解,hé jiě,to settle (a dispute out of court),HSK6,1
和睦,hé mù,peaceful relations,HSK6,1
和气,hé qi,friendly,HSK6,1
和谐,hé xié,harmonious,HSK6,1
合并,hé bìng,to merge,HSK6,1
合成,hé chéng,to compose,HSK6,1
合乎,hé hū,to accord with,HSK6,1
合伙,hé huǒ,to act jointly,HSK6,1
合身,hé shēn,well-fitting (of clothes),HSK6,1
合算,hé suàn,worthwhile,HSK6,1
嘿,hēi,hey,HSK6,1
痕迹,hén jì,vestige,HSK6,1
狠心,hěn xīn,callous,HSK6,1
恨不得,hèn bu dé,wishing one could do sth,HSK6,1
哼,hēng,to groan,HSK6,1
哄,hōng,roar of laughter (onomatopoeia),HSK6,1
烘,hōng,to bake,HSK6,1
轰动,hōng dòng,to cause a sensation,HSK6,1
红包,hóng bāo,lit. money wrapped in red as a gift,HSK6,1
宏观,hóng guān,macro-,HSK6,1
宏伟,hóng wěi,grand,HSK6,1
洪水,hóng shuǐ,deluge,HSK6,1
喉咙,hóu lóng,throat,HSK6,1
吼,hǒu,roar or howl of an animal,HSK6,1
后代,hòu dài,posterity,HSK6,1
后顾之忧,hòu gù zhī yōu,fears of trouble in the rear (idiom); family worries (obstructing freedom of action),HSK6,1
后勤,hòu qín,logistics,HSK6,1
候选,hòu xuǎn,candidate,HSK6,1
忽略,hū lvè,to neglect,HSK6,1
呼啸,hū xiào,to whistle,HSK6,1
呼吁,hū yù,to call on (sb to do sth),HSK6,1
胡乱,hú luàn,careless,HSK6,1
湖泊,hú pō,lake,HSK6,1
互联网,Hù lián wǎng,the Internet,HSK6,1
花瓣,huā bàn,petal,HSK6,1
华丽,huá lì,gorgeous,HSK6,1
华侨,huá qiáo,overseas Chinese,HSK6,1
画蛇添足,huà shé tiān zú,lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous,HSK6,1
化肥,huà féi,fertilizer,HSK6,1
化石,huà shí,fossil,HSK6,1
化验,huà yàn,laboratory test,HSK6,1
化妆,huà zhuāng,to put on makeup,HSK6,1
划分,huà fēn,to divide,HSK6,1
话筒,huà tǒng,microphone,HSK6,1
怀孕,huái yùn,pregnant,HSK6,1
欢乐,huān lè,gaiety,HSK6,1
还原,huán yuán,to restore to the original state,HSK6,1
环节,huán jié,round segment,HSK6,1
缓和,huǎn hé,to ease (tension),HSK6,1
患者,huàn zhě,patient,HSK6,1
荒凉,huāng liáng,desolate,HSK6,1
荒谬,huāng miù,absurd,HSK6,1
荒唐,huāng táng,beyond belief,HSK6,1
慌忙,huāng máng,in a great rush,HSK6,1
黄昏,huáng hūn,dusk,HSK6,1
恍然大悟,huǎng rán dà wù,to suddenly realize,HSK6,1
挥霍,huī huò,to squander money,HSK6,1
辉煌,huī huáng,splendid,HSK6,1
回报,huí bào,(in) return,HSK6,1
回避,huí bì,to shun,HSK6,1
回顾,huí gù,to look back,HSK6,1
回收,huí shōu,to recycle,HSK6,1
悔恨,huǐ hèn,remorse,HSK6,1
毁灭,huǐ miè,to perish,HSK6,1
会晤,huì wù,to meet,HSK6,1
汇报,huì bào,to report,HSK6,1
贿赂,huì lù,to bribe,HSK6,1
昏迷,hūn mí,to lose consciousness,HSK6,1
浑身,hún shēn,all over,HSK6,1
混合,hùn hé,to mix,HSK6,1
混乱,hùn luàn,confusion,HSK6,1
混淆,hùn xiáo,to obscure,HSK6,1
混浊,hùn zhuó,turbid,HSK6,1
活该,huó gāi,(coll.) serve sb right,HSK6,1
活力,huó lì,energy,HSK6,1
火箭,huǒ jiàn,rocket,HSK6,1
火焰,huǒ yàn,blaze,HSK6,1
火药,huǒ yào,gunpowder,HSK6,1
货币,huò bì,currency,HSK6,1
或许,huò xǔ,perhaps,HSK6,1
基地,jī dì,base (of operations),HSK6,1
基金,jī jīn,fund,HSK6,1
基因,jī yīn,gene (loanword),HSK6,1
机动,jī dòng,locomotive,HSK6,1
机构,jī gòu,mechanism,HSK6,1
机关,jī guān,mechanism,HSK6,1
机灵,jī líng,clever,HSK6,1
机密,jī mì,secret,HSK6,1
机械,jī xiè,machine,HSK6,1
机遇,jī yù,opportunity,HSK6,1
机智,jī zhì,quick-witted,HSK6,1
激发,jī fā,to arouse,HSK6,1
激励,jī lì,to encourage,HSK6,1
激情,jī qíng,passion,HSK6,1
饥饿,jī è,hunger,HSK6,1
讥笑,jī xiào,to sneer,HSK6,1
极端,jí duān,extreme,HSK6,1
极限,jí xiàn,limit,HSK6,1
即便,jí biàn,even if,HSK6,1
即将,jí jiāng,on the eve of,HSK6,1
级别,jí bié,(military) rank,HSK6,1
疾病,jí bìng,disease,HSK6,1
嫉妒,jí dù,to be jealous,HSK6,1
及早,jí zǎo,at the earliest possible time,HSK6,1
急功近利,jí gōng jìn lì,seeking instant benefit (idiom); shortsighted vision,HSK6,1
急剧,jí jù,rapid,HSK6,1
急切,jí qiè,eager,HSK6,1
急于求成,jí yú qiú chéng,anxious for quick results (idiom); to demand instant success,HSK6,1
急躁,jí zào,irritable,HSK6,1
籍贯,jí guàn,one's native place,HSK6,1
集团,jí tuán,group,HSK6,1
吉祥,jí xiáng,lucky,HSK6,1
给予,jǐ yǔ,to accord,HSK6,1
寄托,jì tuō,to have sb look after sb,HSK6,1
继承,jì chéng,to inherit,HSK6,1
继往开来,jì wǎng kāi lái,to follow the past and herald the future (idiom); part of a historical transition,HSK6,1
记性,jì xìng,memory,HSK6,1
记载,jì zǎi,to write down,HSK6,1
季度,jì dù,quarter of a year,HSK6,1
季军,jì jūn,third in a race,HSK6,1
计较,jì jiào,to bother about,HSK6,1
忌讳,jì huì,taboo,HSK6,1
寂静,jì jìng,quiet,HSK6,1
纪要,jì yào,minutes,HSK6,1
技能,jì néng,technical ability,HSK6,1
技巧,jì qiǎo,skill,HSK6,1
迹象,jì xiàng,mark,HSK6,1
家常,jiā cháng,the daily life of a family,HSK6,1
家伙,jiā huo,household dish,HSK6,1
家属,jiā shǔ,family member,HSK6,1
家喻户晓,jiā yù hù xiǎo,understood by everyone (idiom); well known,HSK6,1
加工,jiā gōng,to process,HSK6,1
加剧,jiā jù,to intensify,HSK6,1
佳肴,jiā yáo,fine food,HSK6,1
夹杂,jiā zá,to mix together (disparate substances),HSK6,1
假设,jiǎ shè,suppose that...,HSK6,1
假使,jiǎ shǐ,if,HSK6,1
坚定,jiān dìng,firm,HSK6,1
坚固,jiān gù,firm,HSK6,1
坚韧,jiān rèn,tough and durable,HSK6,1
坚实,jiān shí,firm and substantial,HSK6,1
坚硬,jiān yìng,hard,HSK6,1
监督,jiān dū,to control,HSK6,1
监视,jiān shì,to monitor,HSK6,1
监狱,jiān yù,prison,HSK6,1
尖端,jiān duān,sharp pointed end,HSK6,1
艰难,jiān nán,difficult,HSK6,1
兼职,jiān zhí,to hold concurrent posts,HSK6,1
拣,jiǎn,to choose,HSK6,1
剪彩,jiǎn cǎi,to cut the ribbon (at a launching or opening ceremony),HSK6,1
检讨,jiǎn tǎo,to examine or inspect,HSK6,1
检验,jiǎn yàn,to inspect,HSK6,1
简化,jiǎn huà,to simplify,HSK6,1
简陋,jiǎn lòu,simple and crude (of a room or building),HSK6,1
简体字,jiǎn tǐ zì,simplified Chinese character,HSK6,1
简要,jiǎn yào,concise,HSK6,1
溅,jiàn,splash,HSK6,1
鉴别,jiàn bié,to differentiate,HSK6,1
鉴定,jiàn dìng,to appraise,HSK6,1
鉴于,jiàn yú,in view of,HSK6,1
间谍,jiàn dié,spy,HSK6,1
间隔,jiàn gé,compartment,HSK6,1
间接,jiàn jiē,indirect,HSK6,1
见多识广,jiàn duō shí guǎng,experienced and knowledgeable (idiom),HSK6,1
见解,jiàn jiě,opinion,HSK6,1
见闻,jiàn wén,what one sees and hears,HSK6,1
见义勇为,jiàn yì yǒng wéi,to see what is right and act courageously (idiom,HSK6,1
健全,jiàn quán,robust,HSK6,1
践踏,jiàn tà,to trample,HSK6,1
舰艇,jiàn tǐng,warship,HSK6,1
将近,jiāng jìn,almost,HSK6,1
将军,jiāng jūn,general,HSK6,1
僵硬,jiāng yìng,stiff,HSK6,1
桨,jiǎng,oar,HSK6,1
奖励,jiǎng lì,to reward,HSK6,1
奖赏,jiǎng shǎng,reward,HSK6,1
降临,jiàng lín,to descend to,HSK6,1
交叉,jiāo chā,to cross,HSK6,1
交代,jiāo dài,to hand over,HSK6,1
交涉,jiāo shè,to negotiate,HSK6,1
交往,jiāo wǎng,to associate,HSK6,1
交易,jiāo yì,(business) transaction,HSK6,1
焦点,jiāo diǎn,focus,HSK6,1
焦急,jiāo jí,anxiety,HSK6,1
娇气,jiāo qì,delicate,HSK6,1
角落,jiǎo luò,nook,HSK6,1
搅拌,jiǎo bàn,to stir,HSK6,1
缴纳,jiǎo nà,to pay (taxes etc),HSK6,1
教养,jiào yǎng,to train,HSK6,1
较量,jiào liàng,to have a contest with sb,HSK6,1
皆,jiē,all,HSK6,1
接连,jiē lián,on end,HSK6,1
阶层,jiē céng,hierarchy,HSK6,1
揭发,jiē fā,to expose,HSK6,1
揭露,jiē lù,to expose,HSK6,1
节奏,jié zòu,rhythm,HSK6,1
杰出,jié chū,outstanding,HSK6,1
结晶,jié jīng,crystallization,HSK6,1
结局,jié jú,conclusion,HSK6,1
结算,jié suàn,to settle a bill,HSK6,1
竭尽全力,jié jìn quán lì,to spare no effort (idiom); to do one's utmost,HSK6,1
截至,jié zhì,up to (a time),HSK6,1
解除,jiě chú,to remove,HSK6,1
解雇,jiě gù,to fire,HSK6,1
解剖,jiě pōu,to dissect (an animal),HSK6,1
解散,jiě sàn,to dissolve,HSK6,1
解体,jiě tǐ,to break up into components,HSK6,1
借鉴,jiè jiàn,to use other people's experience,HSK6,1
借助,jiè zhù,to draw support from,HSK6,1
戒备,jiè bèi,to take precautions,HSK6,1
界限,jiè xiàn,boundary,HSK6,1
津津有味,jīn jīn yǒu wèi,with keen interest pleasure (idiom); with gusto,HSK6,1
金融,jīn róng,banking,HSK6,1
紧密,jǐn mì,inseparably close,HSK6,1
紧迫,jǐn pò,pressing,HSK6,1
尽快,jǐn kuài,as quickly as possible,HSK6,1
锦绣前程,jǐn xiù qián chéng,bright future,HSK6,1
进而,jìn ér,and then (what follows next),HSK6,1
进攻,jìn gōng,to attack,HSK6,1
进化,jìn huà,evolution,HSK6,1
进展,jìn zhǎn,to make headway,HSK6,1
近来,jìn lái,recently,HSK6,1
近视,jìn shì,shortsighted,HSK6,1
浸泡,jìn pào,to steep,HSK6,1
晋升,jìn shēng,to promote to a higher position,HSK6,1
劲头,jìn tóu,enthusiasm,HSK6,1
茎,jīng,stalk,HSK6,1
精打细算,jīng dǎ xì suàn,(saying) meticulous planning and careful accounting,HSK6,1
精华,jīng huá,best feature,HSK6,1
精简,jīng jiǎn,to simplify,HSK6,1
精密,jīng mì,accuracy,HSK6,1
精确,jīng què,accurate,HSK6,1
精通,jīng tōng,proficient,HSK6,1
精心,jīng xīn,with utmost care,HSK6,1
精益求精,jīng yì qiú jīng,to perfect sth that is already outstanding (idiom); constantly improving,HSK6,1
精致,jīng zhì,delicate,HSK6,1
经费,jīng fèi,funds,HSK6,1
经商,jīng shāng,to trade,HSK6,1
经纬,jīng wěi,warp and woof,HSK6,1
惊动,jīng dòng,alarm,HSK6,1
惊奇,jīng qí,to be amazed,HSK6,1
惊讶,jīng yà,amazed,HSK6,1
兢兢业业,jīng jīng yè yè,cautious and conscientious,HSK6,1
井,jǐng,a well,HSK6,1
警告,jǐng gào,to warn,HSK6,1
警惕,jǐng tì,to be on the alert,HSK6,1
颈椎,jǐng zhuī,cervical vertebra,HSK6,1
敬礼,jìng lǐ,to salute,HSK6,1
境界,jìng jiè,boundary,HSK6,1
竞赛,jìng sài,race,HSK6,1
竞选,jìng xuǎn,to take part in an election,HSK6,1
镜头,jìng tóu,camera lens,HSK6,1
纠纷,jiū fēn,a dispute,HSK6,1
纠正,jiū zhèng,to correct,HSK6,1
酒精,jiǔ jīng,alcohol,HSK6,1
救济,jiù jì,emergency relief,HSK6,1
就近,jiù jìn,nearby,HSK6,1
就业,jiù yè,looking for employment,HSK6,1
就职,jiù zhí,to take office,HSK6,1
鞠躬,jū gōng,to bow,HSK6,1
拘留,jū liú,to detain (a prisoner),HSK6,1
拘束,jū shù,to restrict,HSK6,1
居住,jū zhù,to reside,HSK6,1
局部,jú bù,part,HSK6,1
局面,jú miàn,aspect,HSK6,1
局势,jú shì,situation,HSK6,1
局限,jú xiàn,to limit,HSK6,1
举动,jǔ dòng,act,HSK6,1
举世闻名,jǔ shì wén míng,(saying) world famous,HSK6,1
举世瞩目,jǔ shì zhǔ mù,to receive worldwide attention,HSK6,1
举足轻重,jǔ zú qīng zhòng,a foot's move sways the balance (idiom); to hold the balance of power,HSK6,1
咀嚼,jǔ jué,to chew,HSK6,1
沮丧,jǔ sàng,dispirited,HSK6,1
剧本,jù běn,script for play,HSK6,1
剧烈,jù liè,violent,HSK6,1
聚精会神,jù jīng huì shén,to concentrate one's attention (idiom),HSK6,1
据悉,jù xī,according to reports,HSK6,1
决策,jué cè,strategic decision,HSK6,1
觉悟,jué wù,consciousness,HSK6,1
觉醒,jué xǐng,to awaken,HSK6,1
绝望,jué wàng,desperation,HSK6,1
军队,jūn duì,army troops,HSK6,1
卡通,kǎ tōng,cartoon,HSK6,1
开采,kāi cǎi,to extract (ore or other resource from a mine),HSK6,1
开除,kāi chú,to expel,HSK6,1
开阔,kāi kuò,wide,HSK6,1
开朗,kāi lǎng,spacious and well-lit,HSK6,1
开明,kāi míng,enlightened,HSK6,1
开辟,kāi pì,to open up,HSK6,1
开水,kāi shuǐ,boiled water,HSK6,1
开拓,kāi tuò,to break new ground (for agriculture),HSK6,1
开展,kāi zhǎn,(begin to) develop,HSK6,1
开支,kāi zhī,expenditures,HSK6,1
刊登,kān dēng,to carry a story,HSK6,1
刊物,kān wù,publication,HSK6,1
勘探,kān tàn,exploration,HSK6,1
看待,kàn dài,to look upon,HSK6,1
看望,kàn wàng,to visit,HSK6,1
慷慨,kāng kǎi,vehement,HSK6,1
扛,káng,to carry on one's shoulder,HSK6,1
考察,kǎo chá,to inspect,HSK6,1
考古,kǎo gǔ,archaeology,HSK6,1
考核,kǎo hé,to examine,HSK6,1
考验,kǎo yàn,to test,HSK6,1
靠拢,kào lǒng,to draw close to,HSK6,1
磕,kē,to tap,HSK6,1
颗粒,kē lì,kernel,HSK6,1
科目,kē mù,subject,HSK6,1
渴望,kě wàng,to thirst for,HSK6,1
可观,kě guān,considerable,HSK6,1
可口,kě kǒu,tasty,HSK6,1
可恶,kě wù,repulsive,HSK6,1
可笑,kě xiào,funny,HSK6,1
可行,kě xíng,feasible,HSK6,1
刻不容缓,kè bù róng huǎn,to brook no delay,HSK6,1
课题,kè tí,task,HSK6,1
客户,kè hù,client,HSK6,1
啃,kěn,to gnaw,HSK6,1
恳切,kěn qiè,earnest,HSK6,1
坑,kēng,hole,HSK6,1
空洞,kōng dòng,cavity,HSK6,1
空前绝后,kōng qián jué hòu,unprecedented and never to be duplicated,HSK6,1
空想,kōng xiǎng,daydream,HSK6,1
空虚,kōng xū,hollow,HSK6,1
孔,kǒng,hole,HSK6,1
恐吓,kǒng hè,to threaten,HSK6,1
恐惧,kǒng jù,fear,HSK6,1
空白,kòng bái,blank space,HSK6,1
空隙,kòng xì,crack,HSK6,1
口气,kǒu qì,tone of voice,HSK6,1
口腔,kǒu qiāng,oral cavity,HSK6,1
口头,kǒu tóu,oral,HSK6,1
口音,kǒu yīn,oral speech sounds (linguistics),HSK6,1
枯竭,kū jié,used up,HSK6,1
枯燥,kū zào,dry and dull,HSK6,1
苦尽甘来,kǔ jìn gān lái,bitterness finishes,HSK6,1
挎,kuà,to carry (esp. slung over the arm,HSK6,1
跨,kuà,to step across,HSK6,1
快活,kuài huo,happy,HSK6,1
宽敞,kuān chang,spacious,HSK6,1
款待,kuǎn dài,to entertain,HSK6,1
款式,kuǎn shì,pattern,HSK6,1
筐,kuāng,basket,HSK6,1
旷课,kuàng kè,to play truant,HSK6,1
框架,kuàng jià,frame,HSK6,1
况且,kuàng qiě,moreover,HSK6,1
亏待,kuī dài,to treat sb unfairly,HSK6,1
亏损,kuī sǔn,deficit,HSK6,1
昆虫,kūn chóng,insect,HSK6,1
捆绑,kǔn bǎng,to bind,HSK6,1
扩充,kuò chōng,to expand,HSK6,1
扩散,kuò sàn,to spread,HSK6,1
扩张,kuò zhāng,expansion,HSK6,1
喇叭,lǎ ba,horn (automobile etc),HSK6,1
啦,la,sentence-final particle,HSK6,1
来历,lái lì,history,HSK6,1
来源,lái yuán,source (of information etc),HSK6,1
栏目,lán mù,regular column or segment (in a publication or broadcast program),HSK6,1
懒惰,lǎn duò,idle,HSK6,1
狼狈,láng bèi,in a difficult situation,HSK6,1
朗读,lǎng dú,read aloud,HSK6,1
捞,lāo,to fish up,HSK6,1
唠叨,láo dao,to prattle,HSK6,1
牢固,láo gù,firm,HSK6,1
牢骚,láo sāo,discontent,HSK6,1
乐趣,lè qù,delight,HSK6,1
乐意,lè yì,to be willing to do sth,HSK6,1
雷达,léi dá,radar (loanword),HSK6,1
类似,lèi sì,similar,HSK6,1
冷淡,lěng dàn,cold,HSK6,1
冷酷,lěng kù,grim,HSK6,1
冷却,lěng què,to cool off,HSK6,1
愣,lèng,to look distracted,HSK6,1
黎明,lí míng,dawn,HSK6,1
里程碑,lǐ chéng bēi,milestone,HSK6,1
礼节,lǐ jié,etiquette,HSK6,1
理睬,lǐ cǎi,to heed,HSK6,1
理所当然,lǐ suǒ dāng rán,as it should be by rights (idiom); proper and to be expected as a matter of course,HSK6,1
理直气壮,lǐ zhí qì zhuàng,in the right and self-confident (idiom); bold and confident with justice on one's side,HSK6,1
理智,lǐ zhì,reason,HSK6,1
立场,lì chǎng,position,HSK6,1
立交桥,lì jiāo qiáo,overpass,HSK6,1
立体,lì tǐ,three-dimensional,HSK6,1
立足,lì zú,to stand,HSK6,1
历代,lì dài,successive generations,HSK6,1
历来,lì lái,always,HSK6,1
利害,lì hài,pros and cons,HSK6,1
利率,lì lǜ,interest rates,HSK6,1
力所能及,lì suǒ néng jí,as far as one's capabilities extend (idiom); to the best of one's ability,HSK6,1
力图,lì tú,to try hard to,HSK6,1
力争,lì zhēng,to work hard for,HSK6,1
例外,lì wài,(make an) exception,HSK6,1
连年,lián nián,successive years,HSK6,1
连锁,lián suǒ,to interlock,HSK6,1
连同,lián tóng,together with,HSK6,1
联欢,lián huān,have a get-together,HSK6,1
联络,lián luò,communication,HSK6,1
联盟,lián méng,alliance,HSK6,1
联想,lián xiǎng,to associate (cognitively),HSK6,1
廉洁,lián jié,honest,HSK6,1
良心,liáng xīn,conscience,HSK6,1
晾,liàng,to dry in the air,HSK6,1
谅解,liàng jiě,to understand,HSK6,1
辽阔,liáo kuò,vast,HSK6,1
列举,liè jǔ,a list,HSK6,1
淋,lín,to drain,HSK6,1
临床,lín chuáng,clinical,HSK6,1
吝啬,lìn sè,stingy,HSK6,1
零星,líng xīng,fragmentary,HSK6,1
凌晨,líng chén,very early in the morning,HSK6,1
灵感,líng gǎn,inspiration,HSK6,1
灵魂,líng hún,soul,HSK6,1
灵敏,líng mǐn,smart,HSK6,1
伶俐,líng lì,clever,HSK6,1
领会,lǐng huì,to understand,HSK6,1
领事馆,lǐng shì guǎn,consulate,HSK6,1
领土,lǐng tǔ,territory,HSK6,1
领悟,lǐng wù,to understand,HSK6,1
领先,lǐng xiān,to lead,HSK6,1
领袖,lǐng xiù,leader,HSK6,1
溜,liū,to slip away,HSK6,1
留恋,liú liàn,reluctant to leave,HSK6,1
留念,liú niàn,to keep as a souvenir,HSK6,1
留神,liú shén,to take care,HSK6,1
流浪,liú làng,to drift about,HSK6,1
流露,liú lù,to express,HSK6,1
流氓,liú máng,rogue,HSK6,1
流通,liú tōng,to circulate,HSK6,1
聋哑,lóng yǎ,deaf and dumb,HSK6,1
隆重,lóng zhòng,grand,HSK6,1
垄断,lǒng duàn,to enjoy market dominance,HSK6,1
笼罩,lǒng zhào,to envelop,HSK6,1
搂,lǒu,to hug,HSK6,1
炉灶,lú zào,stove,HSK6,1
轮船,lún chuán,steamship,HSK6,1
轮廓,lún kuò,an outline,HSK6,1
轮胎,lún tāi,tire,HSK6,1
论坛,lùn tán,forum (for discussion),HSK6,1
论证,lùn zhèng,to prove a point,HSK6,1
啰唆,luō suō,see 囉嗦|啰嗦[luō suo],HSK6,1
螺丝钉,luó sī dīng,screw,HSK6,1
落成,luò chéng,to complete a construction project,HSK6,1
落实,luò shí,practical,HSK6,1
络绎不绝,luò yì bù jué,continuously; in an endless stream (idiom),HSK6,1
屡次,lǚ cì,repeatedly,HSK6,1
